,SongID,Lyrics
499,CarrieEurope,"['[Verse 1: Joey Tempest]', 'When lights go down', 'I see no reason', 'For you to cry', ""We've been through this before"", 'In every time', 'In every season', ""God knows I've tried"", ""So please don't ask for more"", '', '[Bridge: Joey Tempest]', ""Can't you see it in my eyes?"", 'That this might be our last goodbye', '', '[Chorus: Joey Tempest]', 'Carrie, Carrie', 'Things they change, my friend, whoa', 'Carrie, Carrie', ""Maybe we'll meet again"", 'Somewhere again', '', '[Verse 2: Joey Tempest]', 'I read your mind', 'With no intentions', 'Of being unkind', 'I wish I could explain', 'It all takes time', 'A whole lot of patience', ""If it's a crime"", 'How come I feel no pain?', '', '[Bridge: Joey Tempest]', ""Can't you see it in my eyes?"", 'That this might be our last goodbye (Oh, oh, oh)', '', '[Chorus: Joey Tempest]', 'Carrie, Carrie', 'Oh, things they change, my friend, whoa', 'Carrie, Carrie', ""Maybe we'll meet again"", '', '[Instrumental]', '', '[Bridge: Joey Tempest]', ""Oh, can't you see it in my eyes?"", 'That this might be our last goodbye, oh (Oh, oh, oh)', '', '[Chorus: Joey Tempest]', 'Carrie, Carrie', 'Oh, things they change', 'Carrie, Carrie, Carrie', 'Carrie, Carrie', ""Maybe we'll meet again"", 'Oh, somewhere again', '', '[Outro: Joey Tempest]', 'When lights go down']"
500,Coming Home SoldierBobby Vinton,"[""I'm coming home I'm coming"", ""I'm coming home I'm coming home"", '', ""Home, I'm coming home"", 'Coming home from across the sea', ""Home, I'm coming home"", 'No more marching and fighting for me', '', 'I am soldier', 'A coming home soldier', 'No purple heart', 'Do I wear on my chest', ""I'm just a soldier"", 'A coming home soldier', 'I know that I', ""I've done my best"", '', ""I'm coming home I'm coming"", ""I'm coming home I'm coming home"", '', 'The girl I left behind', 'Has been waiting patently', ""She said, she didn't mind"", 'Cause helpin keep our land free', '', 'I am soldier', 'A coming home soldier', 'No purple heart', 'Do I wear on my chest', ""I'm just a soldier"", 'A coming home soldier', 'I know that I', ""I've done my best"", '', ""I'm coming home I'm coming"", ""I'm coming home I'm coming home""]"
501,Only The YoungJourney,"['[Verse 1]', 'Another night in any town', 'You can hear the thunder of their cry', 'Ahead of their time', 'They wonder why', '', 'In the shadows of a golden age', 'A generation waits for dawn', 'Brave carry on', 'Bold and the strong', '', '[Chorus]', 'Only the young can say', ""They're free to fly away"", 'Sharing the same desires', 'Burning like wildfire', '', '[Verse 2]', 'They are seeing through the promises', 'And all the lies they dare to tell', 'Is it heaven or hell?', 'They know very well', '', '[Chorus]', 'Only the young can say', ""They're free to fly away"", 'Sharing the same desires', 'Burning like wildfire', '', '[Solo]', '', '[Chorus]', 'Only the young can say', ""They're free to fly away"", 'Sharing the same desires', 'Burning like wildfire', '', '[Outro]', 'Only the young can say', 'Only the young can say (young can say)', 'Only the young can say', 'Only the young can say (young can say)', 'Only the young can say']"
502,St. Elmo's Fire (Man In Motion)John Parr,"[""Growin' up"", ""You don't see the writing on the wall"", ""Passin' by"", ""Movin' straight ahead you knew it all"", 'But maybe sometime if you feel the pain', ""You'll find you're all alone, everything has changed"", 'Play the game', ""You know you can't quit until it's won"", 'Soldier on', 'Only you can do what must be done', ""You know in some way you're a lot like me"", ""You're just a prisoner"", ""And you're trying to break free"", '', 'I can see a new horizon', ""Underneath the blazin' sky"", ""I'll be where the eagles flyin' higher and higher"", 'Gonna be a man in motion', 'All I need is a pair of wheels', ""Take me where my futures lyin', St. Elmo's Fire"", '', ""Burnin' up"", ""Don't know just how far that I can go"", '(Just how far I go)', 'Soon be home', 'Only just a few miles down the road', 'I can make it, I know I can', 'You broke the boy in me', ""But you won't break the man"", '', 'I can see a new horizon', ""Underneath the blazin' sky"", ""I'll be where the eagles flyin' higher and higher"", 'Gonna be a man in motion', 'All I need is a pair of wheels', ""Take me where my futures lyin', St. Elmo's Fire"", '', 'I can climb the highest mountain', 'Cross the wildest sea', ""I can feel St. Elmo's fire burnin' in me"", ""Burnin' in me"", '', 'Just once in his life a man has his time', ""And my time is now, I'm coming alive"", '', ""I can hear the music playin'"", 'I can see the banners fly', ""Feel like you're back again, and hope ridin' high"", 'Gonna be your man in motion', 'All I need is a pair of wheels', ""Take me where my future's lyin', St. Elmo's fire"", '', 'I can see a new horizon', ""Underneath the blazin' sky"", ""I'll be where the eagles flyin' higher and higher"", 'Gonna be a man in motion', 'All I need is a pair of wheels', ""Take me where my futures lyin', St. Elmo's Fire"", '', 'I can climb the highest mountain', 'Cross the wildest sea', ""I can feel St. Elmo's fire burnin' in me"", ""Burnin' in me"", ""Burnin'"", ""Burnin' in me"", ""I can feel it burnin'"", ""Ooh, burnin' inside of me""]"
503,Self ControlLaura Branigan,"['[Verse]', 'Oh, the night is my world', 'City light painted girl', 'In the day nothing matters', ""It's the night time that flatters"", 'In the night, no control', ""Through the wall something's breaking"", ""Wearing white as you're walkin'"", 'Down the street of my soul', '', '[Pre-Chorus]', 'You take my self, you take my self control', ""You got me livin' only for the night"", ""Before the morning comes, the story's told"", 'You take my self, you take my self control', 'Another night, another day goes by', 'I never stop myself to wonder why', 'You help me to forget to play my role', 'You take my self, you take my self control', '', '[Chorus]', 'I, I live among the creatures of the night', ""I haven't got the will to try and fight"", ""Against a new tomorrow, so I guess I'll just believe it"", 'That tomorrow never comes', ""A safe night, I'm living in the forest of my dream"", 'I know the night is not as it would seem', ""I must believe in something, so I'll make myself believe it"", 'That this night will never go', '', '[Break]', 'Oh-oh-oh, oh-oh-oh', 'Oh-oh-oh, oh-oh-oh', 'Oh-oh-oh, oh-oh-oh', 'Oh-oh-oh, oh-oh-oh', '', '[Verse]', 'Oh, the night is my world', 'City light painted girl', 'In the day nothing matters', ""It's the night time that flatters"", '', '[Chorus]', 'I, I live among the creatures of the night', ""I haven't got the will to try and fight"", ""Against a new tomorrow, so I guess I'll just believe it"", 'That tomorrow never comes', ""A safe night, I'm living in the forest of my dream"", 'I know the night is not as it would seem', ""I must believe in something, so I'll make myself believe it"", 'That this night will never go', '', '[Break]', 'Oh-oh-oh, oh-oh-oh', 'Oh-oh-oh, oh-oh-oh', 'Oh-oh-oh', '', 'You take my self, you take my self control', 'You take my self, you take my self control', 'You take my self, you take my self control', 'You take my self, you take my self control', 'You take my self, you take my self control', 'You take my self, you take my self control', 'You take my self, you take my self control', 'You take my self, you take my self control', '', 'I, I live among the creatures of the night', ""I haven't got the will to try and fight"", ""It's my world"", 'City light painted girl']"
504,Broken WingsMr. Mister,"['[Verse 1]', ""Baby, don't understand"", ""Why we can't just hold on to each other's hands?"", 'This time might be the last if fear unless', 'I make it all too clear I need you so, ohh', '', '[Chorus]', 'Take these broken wings', 'And learn to fly again, learn to live so free', 'When we hear the voices sing', 'The book of love will open up and let us in', 'Take these broken wings', '', '[Verse 2]', 'Baby, I think tonight', 'We can take what was wrong and make it right', ""Baby, it's all I know that you're half of the flesh"", 'And blood that makes me whole, I need you so', '', '[Chorus]', 'So take these broken wings', 'And learn to fly again, learn to live so free', 'When we hear the voices sing', 'The book of love will open up and let us in', 'Take these broken wings', ""You've got to learn to fly, learn to live, love so free"", 'When we hear the voices sing', 'The book of love will open up and let us in', 'Yeah, yeah', 'Let us in', 'Let us in', '', '[Bridge]', ""Baby, it's all I know that you're half of the flesh"", 'And blood that makes me whole', 'Yeah, yeah, yeah, yeah, yeah', '', '[Chorus]', 'So take these broken wings', 'And learn to fly again, learn to live so free', 'And when we hear the voices sing', 'The book of love will open up and let us in', 'Take these broken wings', 'You got to learn to fly, learn to live and love so free', 'When we hear the voices sing', 'The book of love will open up for us and let us in', 'Yeah, yeah, yeah, yeah, ooh']"
505,CenterfoldThe J. Geils Band,"['[Intro]', 'Come on!', '', '[Verse 1]', 'Does she walk? Does she talk?', 'Does she come complete?', 'My homeroom homeroom angel', 'Always pulled me from my seat', 'She was pure like snowflakes', 'No one could ever stain', 'The memory of my angel', 'Could never cause me pain', '', 'Years go by', ""I'm lookin' through a girly magazine"", ""And there's my homeroom angel"", 'On the pages in-between', '', '[Chorus]', 'My blood runs cold', 'My memory has just been sold', 'My angel is the centerfold', 'Angel is the centerfold', '', 'My blood runs cold', 'My memory has just been sold', 'Angel is the centerfold', '', '[Verse 2]', 'Slipped me notes under the desk', ""While I was thinkin' about her dress"", 'I was shy I turned away', 'Before she caught my eye', ""I was shakin' in my shoes"", 'Whenever she flashed those baby-blues', 'Something had a hold on me', 'When angel passed close by', '', 'Those soft and fuzzy sweaters', 'Too magical to touch', 'To see her in that negligee', 'Is really just too much', '', '[Chorus]', 'My blood runs cold', 'My memory has just been sold', 'My angel is the centerfold', 'Angel is the centerfold', '', 'My blood runs cold', 'My memory has just been sold', 'Angel is the centerfold', '', '[Bridge]', 'Nah nah nah nah nah nah', 'Nah nah nah nah nah nah nah nah', 'Nah nah nah nah nah nah nah nah', 'Nah nah nah nah nah nah nah nah', '', '[Verse 3]', ""It's okay I understand"", ""This ain't no never-never land"", ""I hope that when this issue's gone"", ""I'll see you when your clothes are on"", 'Take you car, Yes we will', ""We'll take your car and drive it"", ""We'll take it to a motel room"", ""And take 'em off in private"", '', 'A part of me has just been ripped', 'The pages from my mind are stripped', ""Oh no, I can't deny it"", 'Oh yea, I guess I gotta buy it!', '', '[Chorus]', 'My blood runs cold', 'My memory has just been sold', 'My angel is the centerfold', 'Angel is the centerfold', '', 'My blood runs cold', 'My memory has just been sold', 'My Angel is the centerfold', '', '[Bridge]', 'Nah nah nah nah nah nah nah nah nah', '(Alright! Alright! 1-2-3-4!)', 'Nah nah nah nah nah nah', 'Nah nah nah nah nah nah nah nah', 'Nah nah nah nah nah nah nah nah', 'Nah nah nah nah nah nah nah nah', '', '[Outro]', 'My blood runs cold', 'My memory has just been sold', 'My angel is the centerfold', 'Angel is the centerfold', '', 'My blood runs cold', 'My memory has just been sold', 'My angel is the centerfold', 'Angel is the centerfold']"
506,Do You Feel Like We DoPeter Frampton,"['Woke up this morning with a wine glass in my hand', 'Whose wine, what wine, where the hell did I dine?', ""Must have been a dream. I don't believe where I've been"", ""Come on - let's do it again"", '', 'Do you, you feel like I do?', 'Do you, you feel like I do?', '', 'My friend got busted just the other day', ""They said don't walk, don't walk, don't walk away"", 'He drove into a taxi. Bent the boot, hit the back', ""Had to play some music otherwise he'd crack"", '', 'Do you, you feel like I do?', 'Do you, you feel like I do?', '', 'Do you, you feel like I do?', 'Do you, you feel like I do?', '', 'Champagne for breakfast and a sherman in my hand', 'White top, White tails, never fails', ""Must have been a dream. I don't believe where I've been"", ""Come on - let's do it again"", '', 'Do you, you feel like I do?', 'Do you, you feel like I do?']"
507,That's Old Fashioned (That's The Way Love Should Be)The Everly Brothers,"['*********************', 'Error: URL not valid', 'thats-old-fashioned-thats-the-way-love-should-be-', 'the-everly-brothers', 'https://genius.com/the-everly-brothers-thats-old-fashioned-thats-the-way-love-should-be-lyrics']"
508,Beast Of BurdenThe Rolling Stones,"['[Intro]', '', '[Verse 1]', ""I'll never be your beast of burden"", ""My back is broad, but it's a-hurting"", 'All I want, for you to make love to me', ""I'll never be your beast of burden"", ""I've walked for miles, my feet are hurting"", 'All I want is for you to make love to me', '', '[Chorus]', 'Am I hard enough?', 'Am I rough enough?', 'Am I rich enough?', ""I'm not too blind to see"", '', '[Verse 2]', ""I'll never be your beast of burden"", ""So let's go home and draw the curtains"", 'Music on the radio', 'Come on, baby, make sweet love to me', '', '[Chorus]', 'Am I hard enough?', 'Am I rough enough?', 'Am I rich enough?', ""I'm not too blind to see"", '', '[Bridge]', 'Oh, little sister', 'Pretty, pretty, pretty, pretty girls', ""You're a pretty, pretty, pretty, pretty, pretty, pretty girl"", 'Pretty, pretty, such a pretty, pretty, pretty girl', 'Come on, baby, please, please, please', '', '[Verse 3]', ""I'll tell you, you can put me out on the street"", 'Put me out with no shoes on my feet', 'But put me out, put me out', 'Put me out of misery, yeah', 'All your sickness, I can suck it up', 'Throw it all at me, I can shrug it off', ""There's one thing, baby, I don't understand"", ""You keep on telling me I ain't your kind of man"", '', '[Chorus]', ""Ain't I rough enough? Ooh, honey"", ""Ain't I tough enough?"", ""Ain't I rich enough? In love enough?"", 'Ooh, please', '', '[Outro]', ""I'll never be your beast of burden"", ""I'll never be your beast of burden"", 'Never, never, never, never, never, never, never be', ""I'll never be your beast of burden"", ""I've walked for miles, my feet are hurting"", 'All I want is you to make love to me, yeah', ""I don't need no beast of burden"", 'I need no fussing, I need no nursing', 'Never, never, never, never, never, never, never be']"
509,Penny LaneThe Beatles,"['[Verse 1]', 'In Penny Lane there is a barber showing photographs', ""Of every head he's had the pleasure to know"", 'And all the people that come and go', 'Stop and say hello', '', '[Verse 2]', 'On the corner is a banker with a motorcar', 'The little children laugh at him behind his back', 'And the banker never wears a mac', 'In the pouring rain', 'Very strange', '', '[Chorus 1]', 'Penny Lane is in my ears and in my eyes', 'There beneath the blue suburban skies', 'I sit and meanwhile back', '', '[Verse 3]', 'In Penny Lane there is a fireman with an hourglass', 'And in his pocket is a portrait of the Queen', 'He likes to keep his fire engine clean', ""It's a clean machine"", '', '[Chorus 2]', 'Penny Lane is in my ears and in my eyes', 'Four of fish and finger pies', 'In summer, meanwhile back', '', '[Verse 4]', 'Behind the shelter in the middle of a roundabout', 'A pretty nurse is selling poppies from a tray', ""And though she feels as if she's in a play"", 'She is anyway', '', '[Verse 5]', 'In Penny Lane the barber shaves another customer', 'We see the banker sitting, waiting for a trim', 'And then the fireman rushes in', 'From the pouring rain', 'Very strange', '', '[Chorus 1]', 'Penny Lane is in my ears and in my eyes', 'There beneath the blue suburban skies', 'I sit, and meanwhile back', '', '[Outro]', 'Penny Lane is in my ears and in my eyes', 'There beneath the blue suburban skies', 'Penny Lane']"
510,Single GirlSandy Posey,"['*********************', 'Error: URL not valid', 'single-girl', 'sandy-posey', 'https://genius.com/sandy-posey-single-girl-lyrics']"
511,Bobby Sox To StockingsFrankie Avalon,"['When a girl changes from bobby sox to stockings', 'And she starts trading her baby toys for boys', 'When that once-shy little sleepyhead', 'Learns about love and its lilt', 'You can bet that the change', 'Is more than from cotton to silk', '', 'If a miss wants to be kissed instead of cuddled', 'And to this you are in doubt as what to say', 'When a girl changes from bobby sox to stockings', ""Then she's old enough to give her heart away"", '', 'When a girl changes from bobby sox to stockings', 'And she starts trading her baby toys for boys', 'When that once-shy little sleepyhead', 'Learns about love and its lilt', 'You can bet that the change', 'Is more than from cotton to silk', '', 'If a miss wants to be kissed instead of cuddled', 'And to this you are in doubt as what to say', 'When a girl changes from bobby sox to stockings', ""Then she's old enough to give her heart away"", '', ""Yes, she's old enough to give her heart away""]"
512,Be My GuestFats Domino,"['Come on baby and be my guest', 'Come join the party and meet the rest', 'Everything is gonna be all right', 'So be my guest tonight', '', ""We're gonna dance to the rock 'n' roll"", ""We're gonna even do the stroll"", ""We're gonna Lindy Hop and Suzy Q"", ""It's a special party just for you"", '', ""My, my-oh-mine, gee you're so fine"", ""Don't let me down"", ""I'm the king but you can wear my crown"", ""I'm gonna sing, my band gonna play"", ""I'm gonna make you queen for a day"", 'Everything is gonna be all right', 'So be my guest tonight', '', ""My, my-oh-mine, gee you're so fine"", ""Don't let me down"", ""I'm the king but you can wear my crown"", ""I'm gonna sing, my band gonna play"", ""I'm gonna make you queen for a day"", 'Everything is gonna be all right', 'So be my guest tonight']"
513,Devoted To YouThe Everly Brothers,"[""Darlin' you can count on me"", 'Till the sun dries up the sea', ""Until then I'll always be devoted to you"", '', ""I'll be yours through endless time"", ""I'll adore your charms sublime"", ""Guess by now you know that I'm devoted to you"", '', ""I'll never hurt you, I'll never lie"", ""I'll never be untrue"", ""I'll never give you reason to cry"", ""I'd be unhappy if you were blue"", '', 'Through the years my love will grow', 'Like a river it will flow', ""It can't die because I'm so devoted to you"", '', ""I'll never hurt you, I'll never lie"", ""I'll never be untrue"", ""I'll never give you reason to cry"", ""I'd be unhappy if you were blue"", '', 'Through the years my love will grow', 'Like a river it will flow', ""It can't die because I'm so devoted to you""]"
514,And I Love HerThe Beatles,"['[Verse 1]', 'I give her all my love', ""That's all I do"", 'And if you saw my love', ""You'd love her too"", 'I love her', '', '[Verse 2]', 'She gives me everything', 'And tenderly', 'The kiss my lover brings', 'She brings to me', 'And I love her', '', '[Bridge]', 'A love like ours', 'Could never die', 'As long as I', 'Have you near me', '', '[Verse 3]', 'Bright are the stars that shine', 'Dark is the sky', 'I know this love of mine', 'Will never die', 'And I love her', '', '[Guitar Solo]', '', '[Verse 3]', 'Bright are the stars that shine', 'Dark is the sky', 'I know this love of mine', 'Will never die', 'And I love her']"
515,Play MeNeil Diamond,"['She was morning, and I was night time', 'I one day woke up', 'To find her lying beside my bed', 'I softly said ""Come take me""', ""For I've been lonely in need of someone"", ""As though I'd done someone wrong somewhere"", ""But I don't know where, I don't know where"", 'Come lately', '', 'You are the sun, I am the moon', 'You are the words, I am the tune', 'Play me', '', 'Song she sang to me', 'Song she brang to me', 'Words that rang in me', 'Rhyme that sprang from me', 'Warmed the night, and what was right', 'Became me', '', 'You are the sun, I am the moon', 'You are the words, I am the tune', 'Play me', '', '[Instrumental]', '', 'And so it was that I came to travel', 'Upon a road that was thorned and narrow', 'Another place, another grace', 'Would save me', '', 'You are the sun, I am the moon', 'You are the words, I am the tune', 'Play me', 'You are the sun, I am the moon', 'You are the words, I am the tune', 'Play me......']"
516,Simply IrresistibleRobert Palmer,"['How can it be permissible?', 'She compromise my principle, yeah, yeah', 'That kind of love is mythical', ""She's anything but typical"", '', ""She's a craze you'd endorse, she's a powerful force"", ""You're obliged to conform when there's no other cause"", 'She used to look good to me, but now I find her', '', 'Simply irresistible', 'Simply irresistible', '', 'Her loving is so powerful, huh!', ""It's simply unavoidable"", 'The trend is irreversible', 'The woman is invincible', '', ""She's a natural law and she leaves me in awe"", 'She deserves the applause, I surrender because', 'She used to look good to me, but now I find her', '', 'Simply irresistible', 'Simply irresistible', '', 'Simply irresistible', ""(She's so fine, there's no tellin' where the money went)"", 'Simply irresistible', ""(She's all mine, there's no other way to go)"", '', ""She's unavoidable, I'm backed against the wall"", 'She gives me feelings like I never felt before', ""I'm breaking promises, she's breaking every law"", 'She used to look good to me, now I find her', '', 'Simply irresistible', ""(She's so fine, there's no tellin' where the money went)"", 'Simply irresistible', ""(She's all mine, there's no other way to go)"", '', 'Her methods are inscrutable', 'The proof is irrefutable, (ooh...)', ""She's so completely kissable, huh"", 'Our lives are indivisible, yeah yeah', '', ""She's a craze you'd endorse, she's a powerful force"", ""You're obliged to conform when there's no other course"", 'She used to look good to me, but now I find her', '', 'Simply irresistible', 'Simply irresistible', '', 'Simply irresistible', ""(She's so fine, there's no tellin' where the money went)"", 'Simply irresistible', ""(She's all mine, there's no other way to go)"", 'Simply irresistible', ""(She's so fine, there's no tellin' where the money went)"", 'Simply irresistible', ""(She's all mine, there's no other way to go)"", '', 'Simply irresistible!']"
517,Dirty White BoyForeigner,"['[Verse 1]', ""Hey, baby, if you're feeling down"", ""I know what's good for you all day"", 'Are you worried what your friends see', 'Will it ruin your reputation loving me', '', '[Chorus]', ""Because I'm a dirty white boy"", 'Yeah a dirty white boy', 'A dirty white boy', '', '[Verse 2]', ""Don't drive no big black car"", ""Don't like no Hollywood movie star"", 'You want me to be true to you', ""You don't give a damn what I do to you"", '', '[Chorus][x2]', ""I'm just a dirty white boy"", 'Dirty white boy, dirty white boy', 'Dirty white boy, dirty white boy', 'Dirty white boy', '', '[Verse 3]', ""I've been in trouble since I don't know when"", ""I'm in trouble now and I know somehow I'll find trouble again"", ""I'm a loner, but I'm never alone"", 'Every night I get one step closer to the danger zone', '', '[Chorus][x3]', ""Because I'm a dirty white boy"", 'Dirty white boy, yeah, dirty white boy', ""Dirty white boy, I'm a dirty white boy"", 'Dirty white boy']"
518,Cum On Feel The NoizeQuiet Riot,"['[Intro]', 'Cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Wild, wild, wild', '', '[Verse 1]', 'So you think I got an evil mind', 'I tell you honey', ""I don't know why"", ""I don't know why"", ""So you think my singin's out of time"", 'It makes me money', ""I don't know why"", ""I don't know why"", 'Anymore', 'Oh no', '', '[Chorus 1]', 'So cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Wild, wild, wild', '', '[Chorus 2]', 'Cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Baby!', '', '[Verse 2]', 'So you say I got a funny face', 'I got no worries', ""And I don't know why"", ""I don't know why"", 'Oh I gotta sing with some disgrace', ""I'm in no hurry"", ""And I don't know why"", ""I don't know why"", 'Anymore', 'No no no', '', '[Chorus 1]', 'Cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Wild, wild, wild', '', '[Chorus 2]', 'Cum on feel the noize', 'Girls rock your boys', 'We get wild, wild, wild', 'Baby', '', 'Come on!', '', '[Verse 3]', 'Well you think we have a lazy time', 'You should know better', ""I don't know why"", ""I don't know why"", 'So you say I got a dirty mind', ""I'm a mean go getter"", ""I don't know why"", ""I don't know why"", 'Anymore', 'Oh no', '', '[Chorus 1]', 'Cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Wild, wild, wild', '', '[Chorus 2]', 'Cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Baby!', '', '[Outro]', 'Come on, (come on) feel it', 'Girls rock your boys (come on, rock it!)', ""We'll get wild, wild, wild"", ""We're gonna get wild! (wild, wild, wild)"", ""We're gonna get rocked tonight (cum on feel the noize)"", 'Rock it tonight (girls rock your boys)', ""We'll get wild, wild, wild"", 'OH YEAH!!', 'Ah, ah, ah (woooo)', 'Ah, ah, ah', 'Cum on feel the noize', 'Girls rock your boys', ""We'll get wild, wild, wild"", 'Ah, ah, ah', 'Ah, ah, ah']"
519,Swearin' To GodFrankie Valli,"['[Intro]', '', '[Chorus: Frankie Valli]', ""Swearin' to God"", ""There's no one else on earth I'd rather be"", ""Mmmmmm, Swearin' to God"", 'You made me see, so I believed in you', '', '[Verse 1: Frankie]', ""Oh, you've been fillin' my cup"", ""'Til I'm runnin' over with joy"", 'From your heaven sent love', 'Just touch me again', ""I'm king of all men"", 'And reigning from above', '', '[Chorus: Frankie & Patti Austin]', ""Swearin' to God (swearin' to God)"", ""You're mistress of the world and all I am"", ""(Don't tell the angels)"", ""Swearin' to God (swearin' to God)"", ""You're where I won in paradise began"", '', '[Verse 2: Frankie]', 'No one gets me up there like you can', ""But girl, you know I'm only human"", '', '[Chorus: Frankie & Patti]', ""And I'm swearin' to God (swearin' to God)"", ""So glad he's given me you"", '', '[Bridge: Frankie & Patti]', 'I was born for you, baby', ""Girl, ain't you glad we made it"", 'Made to give my heart and soul to you, baby', ""I'm so very glad you gave it"", ""Hey, baby, we're together"", 'Try to live on forever as long (as long)', 'As we live (as we live)', '', '[Chorus: Frankie & Patti]', ""Swearin' to God (swearin' to God)"", 'I dedicate my life to loving you', ""Oh, I'm swearin' to God (swearin' to God)"", ""I'd cross my heart and hope to die, I do"", 'Just call me your one woman lover', ""I can't even look at another"", ""Girl, I'm swearin' to God (swearin' to God)"", ""So glad I'm livin'"", ""I'm swearin' to God (swearin' to God)"", ""For all he's given me"", ""Swearin' to God (swearin' to God)"", ""So glad he's given me you"", '', '[Chorus: Frankie & Patti]', ""Well, swearin' to God (swearin' to God)"", ""Look what he's given me (swearin' to God)"", ""More than the world can see (swearin' to God)"", ""He's given me you, oh"", '', '[Instrumental]', ""Swearin' to God"", ""Ooh, so help me, I'm in love with you"", ""Swearin' to God"", ""Ooh, so help me, swearin' to God"", ""Swearin' to God"", ""Ooh, so help me, I'm in love with you"", 'I swear it', 'Ooh, I do', 'Believe me', 'I love you', '', 'Mm, baby', 'Mm, mm, baby', 'Hey, hey, hey, hey (Ooh, ooh)', '', '[Bridge]', ""Hey, baby, we're together"", 'Try to live on forever as long (as long)', 'As we live (as we live)', '', '[Chorus: Frankie & Patti]', ""Swearin' to God (swearin' to God)"", 'I dedicate my life to loving you', ""(Don't tell the angels)"", ""Yeah, I'm swearin' to God (swearin' to God)"", ""I'd cross my heart and hope to die, I do"", 'Just call me your one woman lover', ""I can't even look at another"", ""I'm swearin' to God (swearin' to God)"", ""So glad I'm livin'"", ""I'm swearin' to God (swearin' to God)"", ""For all he's given me"", ""Swearin' to God (swearin' to God)"", ""So glad he's given me you"", ""Well, swearin' to God"", ""Swearin' to God"", ""Swearin' to God"", ""So glad he's given me you, whoa"", '', '[Instrumental]', ""Swearin' to God"", ""Swearin' to God"", ""Swearin' to God"", ""Swearin' to God"", ""Swearin' to God"", '', '[Outro]', 'I swear it', 'Ooh, I do', 'I swear it', 'Ooh, I do', 'I swear it', '', 'I swear it', 'Ooh, I do', 'Believe me', 'I love you', 'I swear it', 'Ooh, I do', 'Believe me', 'I love you', 'I swear it', 'Ooh, I do', 'I swear it', 'Ooh, I do', 'I love you']"
520,Saturday Night's Alright For FightingElton John,"['[Verse 1]', ""It's getting late, have you seen my mates?"", 'Ma, tell me when the boys get here', ""It's seven o'clock and I wanna rock"", 'Wanna get a belly full of beer', ""My old man's drunker than a barrel full of monkeys"", ""And my old lady, she don't care"", 'My sister looks cute in her braces and boots', 'A handful of grease in her hair', '', '[Chorus]', ""Oh, don't give us none of your aggravation"", 'We had it with your discipline', ""Oh, Saturday night's alright for fighting"", 'Get a little action in', 'Get about as oiled as a diesel train', 'Gonna set this dance alight', ""'Cause Saturday night's the night I like"", ""Saturday night's alright, alright, alright, ooh"", '', '[Verse 2]', ""Well, they're packed pretty tight in here tonight"", ""I'm looking for a dolly who'll see me right"", 'I may use a little muscle to get what I need', 'I may sink a little drink and shout out, ""She\'s with me!""', 'A couple of the sounds that I really like', 'Are the sounds of a switchblade and a motorbike', ""I'm a juvenile product of the working class"", 'Whose best friend floats in the bottom of a glass', '', '[Chorus]', ""Oh, don't give us none of your aggravation"", 'We had it with your discipline', ""Saturday night's alright for fighting"", 'Get a little action in', 'Get about as oiled as a diesel train', 'Gonna set this dance alight', ""'Cause Saturday night's the night I like"", ""Saturday night's alright, alright, alright, ooh"", '', '[Guitar break]', '', '[Chorus]', ""Oh, don't give us none of your aggravation"", 'We had it with your discipline', ""'Cause Saturday night's alright for fighting"", 'Get a little action in', 'Get about as oiled as a diesel train', 'Gonna set this dance alight', ""'Cause Saturday night's the night I like"", ""Saturday night's alright, alright, alright, ooh"", '', '[Outro]', 'Saturday! Saturday! Saturday!', 'Saturday! Saturday! Saturday!', ""Saturday! Saturday! Saturday night's alright"", 'Saturday! Saturday! Saturday!', 'Saturday! Saturday! Saturday!', ""Saturday! Saturday! Saturday night's alright"", 'Saturday! Saturday! Saturday!', 'Saturday! Saturday! Saturday!', ""Saturday! Saturday! Saturday night's alright, whoo""]"
521,Spirits In The Material WorldThe Police,"['There is no political solution', 'To our troubled evolution', 'Have no faith in constitution', 'There is no bloody revolution', '', 'We are spirits in the material world', 'Are spirits in the material world', '', 'Our so-called leaders speak', 'With words they try to jail you', 'They subjugate the meek', ""But it's the rhetoric of failure"", '', 'We are spirits in the material world', 'Are spirits in the material world', '', 'Where does the answer lie?', 'Living from day to day', ""If it's something we can't buy"", 'There must be another way', '', 'We are spirits in the material world', 'Are spirits in the material world']"
